EMPLEADO;ZONARUTA;RAZONSOC;DIRECCION;CODIGOCLI;FECHAMOV;ENTREGAS;DEVOLUCION;FALTANTES;SOBRANTES;VALORUNITA;COBRADO;VALORFEC;VALORCOM;NOMPU;FEPAGO
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;13/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;14/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;15/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;16/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;17/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;18/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;19/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;20/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;21/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;22/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;23/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;24/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;25/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;OSCAR QUINTERO CACHARRERIA;CR 19 # 27-67;OSCQUI01;26/01/11;0;0;0;0;0;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA DONDE COLAS;CR 13 #15-43;MISDON03;07/11/10;2;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA DONDE COLAS;CR 13 #15-43;MISDON03;14/11/10;2;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
ALEXANDER DURANGO GARCIA;ZC002;MISCELANEA DONDE COLAS;CR 13 #15-43;MISDON03;21/11/10;2;0;0;0;2050;0;0;0;LA PATRIA;09/03/2011
